2026-07-20 17:30:00.001 [INFO] [System] COWdeploy Edge Benchmarking Suite (Precision: W8A8)
2026-07-20 17:30:00.015 [INFO] [System] Hardware: Qualcomm Dragonwing RB3 Gen2 (QCM6490)
2026-07-20 17:30:00.030 [INFO] [Video] Resolution: 1920x1080 | Codec: H264 | FPS: 30.0 | Frames: 1800 (60s)
2026-07-20 17:30:00.055 [INFO] [Pipeline] Configuration: 
    - Detection Backend: QNN (Hexagon DSP) - yolov8n-seg_w8a8.bin
    - Feature Extractor Backend: QNN (Hexagon DSP) - dinov2_vits14_w8a8.bin
2026-07-20 17:30:00.110 [INFO] [Video] Initializing Adreno GPU V4L2 Hardware Decoder...
2026-07-20 17:30:00.120 [INFO] [QNN] Loading libQnnHtp.so (Hexagon Tensor Processor)...
2026-07-20 17:30:00.165 [INFO] [QNN] Loading context binary yolov8n-seg_w8a8.bin to CDSP...
2026-07-20 17:30:00.175 [INFO] [QNN] Model loaded. Optimized for W8A8.
2026-07-20 17:30:00.180 [INFO] [Pipeline] Starting main video processing loop...
2026-07-20 17:30:00.203 [DEBUG] [Frame 0000] Decode(GPU): 10.3ms | Preprocess: 1.2ms | YOLO(w8a8): 11.5ms | DINOv2: Skipped | Total: 23.8ms
2026-07-20 17:30:18.693 [DEBUG] [Frame 0461] Decode(GPU): 11.7ms | Preprocess: 1.3ms | YOLO(w8a8): 12.4ms | DINOv2(w8a8): 35.7ms (3 crops) | Total: 64.2ms
2026-07-20 17:30:18.743 [DEBUG] [Frame 0462] Decode(GPU): 10.9ms | Preprocess: 1.1ms | YOLO(w8a8): 13.1ms | DINOv2(w8a8): 23.2ms (2 crops) | Total: 50.4ms
2026-07-20 17:30:18.782 [DEBUG] [Frame 0463] Decode(GPU): 11.4ms | Preprocess: 1.5ms | YOLO(w8a8): 12.2ms | DINOv2(w8a8): 11.8ms (1 crops) | Total: 38.4ms
2026-07-20 17:30:18.845 [DEBUG] [Frame 0464] Decode(GPU): 10.6ms | Preprocess: 1.0ms | YOLO(w8a8): 13.0ms | DINOv2(w8a8): 35.9ms (3 crops) | Total: 63.3ms
2026-07-20 17:30:18.884 [DEBUG] [Frame 0465] Decode(GPU): 12.1ms | Preprocess: 1.2ms | YOLO(w8a8): 12.3ms | DINOv2(w8a8): 11.9ms (1 crops) | Total: 38.9ms
2026-07-20 17:30:18.920 [DEBUG] [Frame 0466] Decode(GPU): 10.2ms | Preprocess: 1.1ms | YOLO(w8a8): 11.8ms | DINOv2(w8a8): 11.8ms (1 crops) | Total: 36.2ms
2026-07-20 17:30:18.983 [DEBUG] [Frame 0467] Decode(GPU): 12.5ms | Preprocess: 1.0ms | YOLO(w8a8): 11.8ms | DINOv2(w8a8): 33.6ms (3 crops) | Total: 62.4ms
2026-07-20 17:30:19.023 [DEBUG] [Frame 0468] Decode(GPU): 12.0ms | Preprocess: 1.4ms | YOLO(w8a8): 13.8ms | DINOv2(w8a8): 11.8ms (1 crops) | Total: 40.6ms
2026-07-20 17:30:19.062 [DEBUG] [Frame 0469] Decode(GPU): 11.9ms | Preprocess: 1.2ms | YOLO(w8a8): 12.2ms | DINOv2(w8a8): 11.9ms (1 crops) | Total: 38.9ms
2026-07-20 17:30:19.100 [DEBUG] [Frame 0470] Decode(GPU): 10.6ms | Preprocess: 1.1ms | YOLO(w8a8): 13.1ms | DINOv2(w8a8): 11.6ms (1 crops) | Total: 37.8ms
2026-07-20 17:30:19.161 [DEBUG] [Frame 0471] Decode(GPU): 10.6ms | Preprocess: 1.2ms | YOLO(w8a8): 13.0ms | DINOv2(w8a8): 33.7ms (3 crops) | Total: 61.6ms
2026-07-20 17:30:19.215 [DEBUG] [Frame 0472] Decode(GPU): 12.4ms | Preprocess: 1.4ms | YOLO(w8a8): 13.8ms | DINOv2(w8a8): 23.8ms (2 crops) | Total: 53.9ms
2026-07-20 17:30:19.255 [DEBUG] [Frame 0473] Decode(GPU): 12.2ms | Preprocess: 1.5ms | YOLO(w8a8): 13.4ms | DINOv2(w8a8): 11.0ms (1 crops) | Total: 39.6ms
2026-07-20 17:30:19.317 [DEBUG] [Frame 0474] Decode(GPU): 11.9ms | Preprocess: 1.1ms | YOLO(w8a8): 12.2ms | DINOv2(w8a8): 34.1ms (3 crops) | Total: 62.3ms
2026-07-20 17:30:19.380 [DEBUG] [Frame 0475] Decode(GPU): 11.4ms | Preprocess: 1.1ms | YOLO(w8a8): 11.7ms | DINOv2(w8a8): 35.1ms (3 crops) | Total: 62.8ms
2026-07-20 17:30:19.441 [DEBUG] [Frame 0476] Decode(GPU): 11.3ms | Preprocess: 1.3ms | YOLO(w8a8): 11.6ms | DINOv2(w8a8): 34.2ms (3 crops) | Total: 61.5ms
2026-07-20 17:30:19.493 [DEBUG] [Frame 0477] Decode(GPU): 11.5ms | Preprocess: 1.3ms | YOLO(w8a8): 13.3ms | DINOv2(w8a8): 22.6ms (2 crops) | Total: 51.0ms
2026-07-20 17:30:19.544 [DEBUG] [Frame 0478] Decode(GPU): 12.4ms | Preprocess: 1.0ms | YOLO(w8a8): 13.8ms | DINOv2(w8a8): 22.1ms (2 crops) | Total: 51.8ms
2026-07-20 17:30:19.607 [DEBUG] [Frame 0479] Decode(GPU): 10.2ms | Preprocess: 1.3ms | YOLO(w8a8): 13.3ms | DINOv2(w8a8): 35.2ms (3 crops) | Total: 63.2ms
2026-07-20 17:30:19.669 [DEBUG] [Frame 0480] Decode(GPU): 10.8ms | Preprocess: 1.0ms | YOLO(w8a8): 11.7ms | DINOv2(w8a8): 34.2ms (3 crops) | Total: 61.3ms
2026-07-20 17:30:19.719 [DEBUG] [Frame 0481] Decode(GPU): 12.3ms | Preprocess: 1.5ms | YOLO(w8a8): 11.6ms | DINOv2(w8a8): 22.6ms (2 crops) | Total: 50.2ms
2026-07-20 17:30:19.770 [DEBUG] [Frame 0482] Decode(GPU): 11.7ms | Preprocess: 1.2ms | YOLO(w8a8): 13.3ms | DINOv2(w8a8): 22.6ms (2 crops) | Total: 50.9ms
2026-07-20 17:30:19.821 [DEBUG] [Frame 0483] Decode(GPU): 11.0ms | Preprocess: 1.4ms | YOLO(w8a8): 12.6ms | DINOv2(w8a8): 23.4ms (2 crops) | Total: 50.8ms
2026-07-20 17:30:19.869 [DEBUG] [Frame 0484] Decode(GPU): 10.3ms | Preprocess: 1.0ms | YOLO(w8a8): 11.6ms | DINOv2(w8a8): 22.8ms (2 crops) | Total: 48.1ms
2026-07-20 17:30:19.932 [DEBUG] [Frame 0485] Decode(GPU): 11.4ms | Preprocess: 1.2ms | YOLO(w8a8): 13.8ms | DINOv2(w8a8): 33.5ms (3 crops) | Total: 63.0ms
2026-07-20 17:30:19.971 [DEBUG] [Frame 0486] Decode(GPU): 11.1ms | Preprocess: 1.0ms | YOLO(w8a8): 13.6ms | DINOv2(w8a8): 11.6ms (1 crops) | Total: 39.0ms
2026-07-20 17:30:20.021 [DEBUG] [Frame 0487] Decode(GPU): 10.5ms | Preprocess: 1.5ms | YOLO(w8a8): 12.4ms | DINOv2(w8a8): 23.6ms (2 crops) | Total: 50.6ms
2026-07-20 17:30:20.059 [DEBUG] [Frame 0488] Decode(GPU): 10.6ms | Preprocess: 1.3ms | YOLO(w8a8): 12.8ms | DINOv2(w8a8): 11.2ms (1 crops) | Total: 37.4ms
2026-07-20 17:30:20.098 [DEBUG] [Frame 0489] Decode(GPU): 12.4ms | Preprocess: 1.1ms | YOLO(w8a8): 12.4ms | DINOv2(w8a8): 11.9ms (1 crops) | Total: 39.4ms
2026-07-20 17:30:20.137 [DEBUG] [Frame 0490] Decode(GPU): 12.6ms | Preprocess: 1.2ms | YOLO(w8a8): 11.7ms | DINOv2(w8a8): 11.1ms (1 crops) | Total: 38.3ms
2026-07-20 17:30:20.174 [DEBUG] [Frame 0491] Decode(GPU): 11.4ms | Preprocess: 1.2ms | YOLO(w8a8): 12.0ms | DINOv2(w8a8): 11.2ms (1 crops) | Total: 37.5ms
2026-07-20 17:30:20.236 [DEBUG] [Frame 0492] Decode(GPU): 10.3ms | Preprocess: 1.4ms | YOLO(w8a8): 12.0ms | DINOv2(w8a8): 35.1ms (3 crops) | Total: 61.8ms
2026-07-20 17:30:20.299 [DEBUG] [Frame 0493] Decode(GPU): 12.7ms | Preprocess: 1.1ms | YOLO(w8a8): 12.0ms | DINOv2(w8a8): 34.2ms (3 crops) | Total: 63.0ms
2026-07-20 17:30:20.349 [DEBUG] [Frame 0494] Decode(GPU): 10.3ms | Preprocess: 1.4ms | YOLO(w8a8): 13.0ms | DINOv2(w8a8): 22.4ms (2 crops) | Total: 49.7ms
2026-07-20 17:30:20.412 [DEBUG] [Frame 0495] Decode(GPU): 11.7ms | Preprocess: 1.0ms | YOLO(w8a8): 13.3ms | DINOv2(w8a8): 34.4ms (3 crops) | Total: 63.8ms
2026-07-20 17:30:20.452 [DEBUG] [Frame 0496] Decode(GPU): 11.9ms | Preprocess: 1.5ms | YOLO(w8a8): 12.7ms | DINOv2(w8a8): 11.6ms (1 crops) | Total: 39.3ms
2026-07-20 17:30:20.504 [DEBUG] [Frame 0497] Decode(GPU): 11.7ms | Preprocess: 1.2ms | YOLO(w8a8): 13.2ms | DINOv2(w8a8): 23.7ms (2 crops) | Total: 52.1ms
2026-07-20 17:30:20.568 [DEBUG] [Frame 0498] Decode(GPU): 11.9ms | Preprocess: 1.5ms | YOLO(w8a8): 12.6ms | DINOv2(w8a8): 35.5ms (3 crops) | Total: 64.4ms
2026-07-20 17:30:20.631 [DEBUG] [Frame 0499] Decode(GPU): 10.6ms | Preprocess: 1.5ms | YOLO(w8a8): 11.4ms | DINOv2(w8a8): 35.6ms (3 crops) | Total: 62.4ms
2026-07-20 17:30:20.682 [DEBUG] [Frame 0500] Decode(GPU): 11.3ms | Preprocess: 1.0ms | YOLO(w8a8): 13.2ms | DINOv2(w8a8): 23.8ms (2 crops) | Total: 52.0ms
2026-07-20 17:30:20.733 [DEBUG] [Frame 0501] Decode(GPU): 10.6ms | Preprocess: 1.1ms | YOLO(w8a8): 13.2ms | DINOv2(w8a8): 23.1ms (2 crops) | Total: 50.5ms
2026-07-20 17:30:20.782 [DEBUG] [Frame 0502] Decode(GPU): 11.7ms | Preprocess: 1.3ms | YOLO(w8a8): 11.8ms | DINOv2(w8a8): 22.4ms (2 crops) | Total: 49.2ms
2026-07-20 17:30:20.833 [DEBUG] [Frame 0503] Decode(GPU): 11.5ms | Preprocess: 1.3ms | YOLO(w8a8): 12.6ms | DINOv2(w8a8): 23.1ms (2 crops) | Total: 50.9ms
2026-07-20 17:30:20.873 [DEBUG] [Frame 0504] Decode(GPU): 11.8ms | Preprocess: 1.5ms | YOLO(w8a8): 13.6ms | DINOv2(w8a8): 11.6ms (1 crops) | Total: 40.0ms
2026-07-20 17:30:20.911 [DEBUG] [Frame 0505] Decode(GPU): 11.8ms | Preprocess: 1.0ms | YOLO(w8a8): 11.7ms | DINOv2(w8a8): 11.7ms (1 crops) | Total: 37.9ms
2026-07-20 17:30:20.961 [DEBUG] [Frame 0506] Decode(GPU): 11.2ms | Preprocess: 1.0ms | YOLO(w8a8): 12.4ms | DINOv2(w8a8): 23.2ms (2 crops) | Total: 49.8ms
2026-07-20 17:30:21.027 [DEBUG] [Frame 0507] Decode(GPU): 12.7ms | Preprocess: 1.4ms | YOLO(w8a8): 12.8ms | DINOv2(w8a8): 35.6ms (3 crops) | Total: 66.1ms
2026-07-20 17:30:21.091 [DEBUG] [Frame 0508] Decode(GPU): 12.3ms | Preprocess: 1.1ms | YOLO(w8a8): 12.1ms | DINOv2(w8a8): 35.4ms (3 crops) | Total: 64.0ms
2026-07-20 17:30:21.130 [DEBUG] [Frame 0509] Decode(GPU): 12.2ms | Preprocess: 1.3ms | YOLO(w8a8): 12.7ms | DINOv2(w8a8): 11.3ms (1 crops) | Total: 39.1ms
2026-07-20 17:30:21.190 [DEBUG] [Frame 0510] Decode(GPU): 11.4ms | Preprocess: 1.2ms | YOLO(w8a8): 11.6ms | DINOv2(w8a8): 33.3ms (3 crops) | Total: 60.3ms
2026-07-20 17:30:21.240 [DEBUG] [Frame 0511] Decode(GPU): 10.3ms | Preprocess: 1.3ms | YOLO(w8a8): 12.4ms | DINOv2(w8a8): 22.9ms (2 crops) | Total: 49.4ms
2026-07-20 17:30:21.301 [DEBUG] [Frame 0512] Decode(GPU): 10.9ms | Preprocess: 1.4ms | YOLO(w8a8): 12.4ms | DINOv2(w8a8): 34.1ms (3 crops) | Total: 61.6ms
2026-07-20 17:30:21.350 [DEBUG] [Frame 0513] Decode(GPU): 10.4ms | Preprocess: 1.4ms | YOLO(w8a8): 11.7ms | DINOv2(w8a8): 23.2ms (2 crops) | Total: 49.0ms
2026-07-20 17:30:21.402 [DEBUG] [Frame 0514] Decode(GPU): 12.5ms | Preprocess: 1.1ms | YOLO(w8a8): 12.6ms | DINOv2(w8a8): 23.6ms (2 crops) | Total: 52.3ms
2026-07-20 17:30:21.452 [DEBUG] [Frame 0515] Decode(GPU): 11.8ms | Preprocess: 1.5ms | YOLO(w8a8): 11.8ms | DINOv2(w8a8): 22.4ms (2 crops) | Total: 49.9ms
2026-07-20 17:30:21.515 [DEBUG] [Frame 0516] Decode(GPU): 11.5ms | Preprocess: 1.0ms | YOLO(w8a8): 11.5ms | DINOv2(w8a8): 35.0ms (3 crops) | Total: 62.3ms
2026-07-20 17:30:21.579 [DEBUG] [Frame 0517] Decode(GPU): 12.6ms | Preprocess: 1.3ms | YOLO(w8a8): 12.5ms | DINOv2(w8a8): 34.3ms (3 crops) | Total: 64.0ms
2026-07-20 17:30:21.630 [DEBUG] [Frame 0518] Decode(GPU): 11.9ms | Preprocess: 1.2ms | YOLO(w8a8): 13.3ms | DINOv2(w8a8): 23.2ms (2 crops) | Total: 51.6ms
2026-07-20 17:30:21.669 [DEBUG] [Frame 0519] Decode(GPU): 11.3ms | Preprocess: 1.4ms | YOLO(w8a8): 13.3ms | DINOv2(w8a8): 11.0ms (1 crops) | Total: 38.8ms
2026-07-20 17:30:21.730 [DEBUG] [Frame 0520] Decode(GPU): 10.5ms | Preprocess: 1.1ms | YOLO(w8a8): 12.3ms | DINOv2(w8a8): 33.8ms (3 crops) | Total: 60.9ms
2026-07-20 17:30:21.781 [DEBUG] [Frame 0521] Decode(GPU): 10.9ms | Preprocess: 1.2ms | YOLO(w8a8): 12.9ms | DINOv2(w8a8): 24.0ms (2 crops) | Total: 51.2ms
2026-07-20 17:30:21.820 [DEBUG] [Frame 0522] Decode(GPU): 12.7ms | Preprocess: 1.4ms | YOLO(w8a8): 12.3ms | DINOv2(w8a8): 11.5ms (1 crops) | Total: 39.2ms
2026-07-20 17:30:21.871 [DEBUG] [Frame 0523] Decode(GPU): 10.4ms | Preprocess: 1.3ms | YOLO(w8a8): 13.2ms | DINOv2(w8a8): 23.6ms (2 crops) | Total: 51.0ms
2026-07-20 17:30:21.934 [DEBUG] [Frame 0524] Decode(GPU): 12.7ms | Preprocess: 1.3ms | YOLO(w8a8): 12.5ms | DINOv2(w8a8): 33.5ms (3 crops) | Total: 62.9ms
2026-07-20 17:30:21.975 [DEBUG] [Frame 0525] Decode(GPU): 12.6ms | Preprocess: 1.1ms | YOLO(w8a8): 13.9ms | DINOv2(w8a8): 11.9ms (1 crops) | Total: 41.0ms
2026-07-20 17:30:22.013 [DEBUG] [Frame 0526] Decode(GPU): 11.6ms | Preprocess: 1.2ms | YOLO(w8a8): 11.9ms | DINOv2(w8a8): 11.7ms (1 crops) | Total: 37.8ms
2026-07-20 17:30:22.074 [DEBUG] [Frame 0527] Decode(GPU): 10.5ms | Preprocess: 1.3ms | YOLO(w8a8): 11.4ms | DINOv2(w8a8): 34.7ms (3 crops) | Total: 61.2ms
2026-07-20 17:30:22.111 [DEBUG] [Frame 0528] Decode(GPU): 11.2ms | Preprocess: 1.3ms | YOLO(w8a8): 11.5ms | DINOv2(w8a8): 11.0ms (1 crops) | Total: 36.9ms
2026-07-20 17:30:22.171 [DEBUG] [Frame 0529] Decode(GPU): 10.5ms | Preprocess: 1.5ms | YOLO(w8a8): 12.1ms | DINOv2(w8a8): 33.1ms (3 crops) | Total: 60.0ms
2026-07-20 17:30:22.211 [DEBUG] [Frame 0530] Decode(GPU): 12.4ms | Preprocess: 1.4ms | YOLO(w8a8): 13.0ms | DINOv2(w8a8): 11.4ms (1 crops) | Total: 39.7ms
2026-07-20 17:30:22.262 [DEBUG] [Frame 0531] Decode(GPU): 12.6ms | Preprocess: 1.1ms | YOLO(w8a8): 13.4ms | DINOv2(w8a8): 22.2ms (2 crops) | Total: 51.4ms
2026-07-20 17:30:22.324 [DEBUG] [Frame 0532] Decode(GPU): 10.6ms | Preprocess: 1.3ms | YOLO(w8a8): 13.3ms | DINOv2(w8a8): 33.4ms (3 crops) | Total: 61.7ms
2026-07-20 17:30:22.386 [DEBUG] [Frame 0533] Decode(GPU): 11.4ms | Preprocess: 1.1ms | YOLO(w8a8): 12.2ms | DINOv2(w8a8): 34.7ms (3 crops) | Total: 62.6ms
2026-07-20 17:30:22.451 [DEBUG] [Frame 0534] Decode(GPU): 12.3ms | Preprocess: 1.2ms | YOLO(w8a8): 12.6ms | DINOv2(w8a8): 34.8ms (3 crops) | Total: 64.4ms
2026-07-20 17:30:22.513 [DEBUG] [Frame 0535] Decode(GPU): 10.9ms | Preprocess: 1.4ms | YOLO(w8a8): 13.1ms | DINOv2(w8a8): 33.1ms (3 crops) | Total: 62.0ms
2026-07-20 17:30:22.563 [DEBUG] [Frame 0536] Decode(GPU): 11.8ms | Preprocess: 1.2ms | YOLO(w8a8): 11.6ms | DINOv2(w8a8): 22.7ms (2 crops) | Total: 49.8ms
2026-07-20 17:30:22.625 [DEBUG] [Frame 0537] Decode(GPU): 10.7ms | Preprocess: 1.3ms | YOLO(w8a8): 11.9ms | DINOv2(w8a8): 34.7ms (3 crops) | Total: 62.1ms
2026-07-20 17:30:22.674 [DEBUG] [Frame 0538] Decode(GPU): 11.2ms | Preprocess: 1.0ms | YOLO(w8a8): 11.7ms | DINOv2(w8a8): 22.6ms (2 crops) | Total: 49.0ms
2026-07-20 17:30:22.723 [DEBUG] [Frame 0539] Decode(GPU): 10.5ms | Preprocess: 1.2ms | YOLO(w8a8): 12.9ms | DINOv2(w8a8): 22.5ms (2 crops) | Total: 49.4ms
2026-07-20 17:30:22.773 [DEBUG] [Frame 0540] Decode(GPU): 10.2ms | Preprocess: 1.3ms | YOLO(w8a8): 11.8ms | DINOv2(w8a8): 23.9ms (2 crops) | Total: 49.9ms
2026-07-20 17:30:22.813 [DEBUG] [Frame 0541] Decode(GPU): 11.8ms | Preprocess: 1.3ms | YOLO(w8a8): 13.5ms | DINOv2(w8a8): 11.8ms (1 crops) | Total: 40.1ms
2026-07-20 17:30:22.865 [DEBUG] [Frame 0542] Decode(GPU): 12.5ms | Preprocess: 1.0ms | YOLO(w8a8): 12.3ms | DINOv2(w8a8): 23.5ms (2 crops) | Total: 51.9ms
2026-07-20 17:30:22.928 [DEBUG] [Frame 0543] Decode(GPU): 10.5ms | Preprocess: 1.3ms | YOLO(w8a8): 12.1ms | DINOv2(w8a8): 35.8ms (3 crops) | Total: 62.9ms
2026-07-20 17:30:22.994 [DEBUG] [Frame 0544] Decode(GPU): 12.1ms | Preprocess: 1.1ms | YOLO(w8a8): 13.0ms | DINOv2(w8a8): 36.0ms (3 crops) | Total: 65.7ms
2026-07-20 17:30:23.033 [DEBUG] [Frame 0545] Decode(GPU): 11.0ms | Preprocess: 1.2ms | YOLO(w8a8): 13.8ms | DINOv2(w8a8): 11.4ms (1 crops) | Total: 39.2ms
2026-07-20 17:30:23.073 [DEBUG] [Frame 0546] Decode(GPU): 12.6ms | Preprocess: 1.4ms | YOLO(w8a8): 13.5ms | DINOv2(w8a8): 11.5ms (1 crops) | Total: 40.6ms
2026-07-20 17:30:23.109 [DEBUG] [Frame 0547] Decode(GPU): 10.3ms | Preprocess: 1.2ms | YOLO(w8a8): 11.7ms | DINOv2(w8a8): 11.6ms (1 crops) | Total: 36.1ms
2026-07-20 17:30:23.149 [DEBUG] [Frame 0548] Decode(GPU): 11.9ms | Preprocess: 1.2ms | YOLO(w8a8): 13.0ms | DINOv2(w8a8): 11.9ms (1 crops) | Total: 39.5ms
2026-07-20 17:30:23.212 [DEBUG] [Frame 0549] Decode(GPU): 11.6ms | Preprocess: 1.1ms | YOLO(w8a8): 13.6ms | DINOv2(w8a8): 33.2ms (3 crops) | Total: 63.0ms
2026-07-20 17:30:23.261 [DEBUG] [Frame 0550] Decode(GPU): 10.3ms | Preprocess: 1.0ms | YOLO(w8a8): 12.0ms | DINOv2(w8a8): 23.4ms (2 crops) | Total: 49.1ms
2026-07-20 17:30:23.300 [DEBUG] [Frame 0551] Decode(GPU): 11.0ms | Preprocess: 1.2ms | YOLO(w8a8): 13.8ms | DINOv2(w8a8): 11.2ms (1 crops) | Total: 38.5ms
2026-07-20 17:30:23.339 [DEBUG] [Frame 0552] Decode(GPU): 12.4ms | Preprocess: 1.3ms | YOLO(w8a8): 12.2ms | DINOv2(w8a8): 12.0ms (1 crops) | Total: 39.4ms
2026-07-20 17:30:23.391 [DEBUG] [Frame 0553] Decode(GPU): 11.1ms | Preprocess: 1.4ms | YOLO(w8a8): 13.6ms | DINOv2(w8a8): 22.8ms (2 crops) | Total: 51.7ms
2026-07-20 17:30:23.430 [DEBUG] [Frame 0554] Decode(GPU): 12.5ms | Preprocess: 1.4ms | YOLO(w8a8): 12.6ms | DINOv2(w8a8): 11.2ms (1 crops) | Total: 39.0ms
2026-07-20 17:30:23.470 [DEBUG] [Frame 0555] Decode(GPU): 12.5ms | Preprocess: 1.3ms | YOLO(w8a8): 12.7ms | DINOv2(w8a8): 12.0ms (1 crops) | Total: 39.9ms
2026-07-20 17:30:23.506 [DEBUG] [Frame 0556] Decode(GPU): 10.8ms | Preprocess: 1.2ms | YOLO(w8a8): 12.1ms | DINOv2(w8a8): 11.1ms (1 crops) | Total: 36.6ms
2026-07-20 17:30:23.558 [DEBUG] [Frame 0557] Decode(GPU): 11.7ms | Preprocess: 1.2ms | YOLO(w8a8): 13.4ms | DINOv2(w8a8): 23.5ms (2 crops) | Total: 52.3ms
2026-07-20 17:30:23.610 [DEBUG] [Frame 0558] Decode(GPU): 11.4ms | Preprocess: 1.5ms | YOLO(w8a8): 13.8ms | DINOv2(w8a8): 22.5ms (2 crops) | Total: 51.2ms
2026-07-20 17:30:23.648 [DEBUG] [Frame 0559] Decode(GPU): 10.5ms | Preprocess: 1.0ms | YOLO(w8a8): 13.9ms | DINOv2(w8a8): 11.4ms (1 crops) | Total: 38.3ms
2026-07-20 17:30:23.700 [DEBUG] [Frame 0560] Decode(GPU): 12.3ms | Preprocess: 1.1ms | YOLO(w8a8): 12.0ms | DINOv2(w8a8): 23.8ms (2 crops) | Total: 51.8ms
2026-07-20 17:30:23.739 [DEBUG] [Frame 0561] Decode(GPU): 12.5ms | Preprocess: 1.2ms | YOLO(w8a8): 13.2ms | DINOv2(w8a8): 11.1ms (1 crops) | Total: 39.3ms
2026-07-20 17:30:23.790 [DEBUG] [Frame 0562] Decode(GPU): 12.0ms | Preprocess: 1.1ms | YOLO(w8a8): 12.2ms | DINOv2(w8a8): 23.0ms (2 crops) | Total: 50.8ms
2026-07-20 17:30:23.828 [DEBUG] [Frame 0563] Decode(GPU): 10.4ms | Preprocess: 1.3ms | YOLO(w8a8): 13.8ms | DINOv2(w8a8): 11.1ms (1 crops) | Total: 37.9ms
2026-07-20 17:30:23.864 [DEBUG] [Frame 0564] Decode(GPU): 10.7ms | Preprocess: 1.5ms | YOLO(w8a8): 11.7ms | DINOv2(w8a8): 11.1ms (1 crops) | Total: 36.5ms
2026-07-20 17:30:23.916 [DEBUG] [Frame 0565] Decode(GPU): 12.1ms | Preprocess: 1.4ms | YOLO(w8a8): 12.7ms | DINOv2(w8a8): 22.9ms (2 crops) | Total: 51.6ms
2026-07-20 17:30:23.979 [DEBUG] [Frame 0566] Decode(GPU): 11.7ms | Preprocess: 1.4ms | YOLO(w8a8): 11.9ms | DINOv2(w8a8): 35.0ms (3 crops) | Total: 63.1ms
2026-07-20 17:30:24.041 [DEBUG] [Frame 0567] Decode(GPU): 10.4ms | Preprocess: 1.2ms | YOLO(w8a8): 13.1ms | DINOv2(w8a8): 34.6ms (3 crops) | Total: 62.3ms
2026-07-20 17:30:24.079 [DEBUG] [Frame 0568] Decode(GPU): 11.0ms | Preprocess: 1.4ms | YOLO(w8a8): 11.6ms | DINOv2(w8a8): 11.9ms (1 crops) | Total: 37.6ms
2026-07-20 17:30:24.130 [DEBUG] [Frame 0569] Decode(GPU): 10.3ms | Preprocess: 1.1ms | YOLO(w8a8): 13.9ms | DINOv2(w8a8): 23.2ms (2 crops) | Total: 50.9ms
2026-07-20 17:30:24.166 [DEBUG] [Frame 0570] Decode(GPU): 10.6ms | Preprocess: 1.2ms | YOLO(w8a8): 12.2ms | DINOv2(w8a8): 11.0ms (1 crops) | Total: 36.3ms
2026-07-20 17:30:24.229 [DEBUG] [Frame 0571] Decode(GPU): 11.8ms | Preprocess: 1.5ms | YOLO(w8a8): 12.9ms | DINOv2(w8a8): 34.1ms (3 crops) | Total: 63.4ms
2026-07-20 17:30:24.268 [DEBUG] [Frame 0572] Decode(GPU): 11.8ms | Preprocess: 1.4ms | YOLO(w8a8): 12.0ms | DINOv2(w8a8): 11.8ms (1 crops) | Total: 38.5ms
2026-07-20 17:30:24.318 [DEBUG] [Frame 0573] Decode(GPU): 11.4ms | Preprocess: 1.4ms | YOLO(w8a8): 13.2ms | DINOv2(w8a8): 22.1ms (2 crops) | Total: 50.6ms
2026-07-20 17:30:24.359 [DEBUG] [Frame 0574] Decode(GPU): 12.6ms | Preprocess: 1.1ms | YOLO(w8a8): 13.5ms | DINOv2(w8a8): 11.7ms (1 crops) | Total: 40.4ms
2026-07-20 17:30:24.410 [DEBUG] [Frame 0575] Decode(GPU): 12.4ms | Preprocess: 1.1ms | YOLO(w8a8): 13.6ms | DINOv2(w8a8): 22.3ms (2 crops) | Total: 51.5ms
2026-07-20 17:30:24.462 [DEBUG] [Frame 0576] Decode(GPU): 12.2ms | Preprocess: 1.5ms | YOLO(w8a8): 13.1ms | DINOv2(w8a8): 22.9ms (2 crops) | Total: 51.7ms
2026-07-20 17:30:24.499 [DEBUG] [Frame 0577] Decode(GPU): 10.6ms | Preprocess: 1.0ms | YOLO(w8a8): 12.9ms | DINOv2(w8a8): 11.2ms (1 crops) | Total: 37.2ms
2026-07-20 17:30:24.550 [DEBUG] [Frame 0578] Decode(GPU): 12.6ms | Preprocess: 1.1ms | YOLO(w8a8): 11.7ms | DINOv2(w8a8): 23.3ms (2 crops) | Total: 51.1ms
2026-07-20 17:30:24.588 [DEBUG] [Frame 0579] Decode(GPU): 10.3ms | Preprocess: 1.2ms | YOLO(w8a8): 13.8ms | DINOv2(w8a8): 11.1ms (1 crops) | Total: 37.8ms
2026-07-20 17:30:24.626 [DEBUG] [Frame 0580] Decode(GPU): 11.3ms | Preprocess: 1.1ms | YOLO(w8a8): 13.1ms | DINOv2(w8a8): 11.1ms (1 crops) | Total: 38.0ms
2026-07-20 17:30:24.677 [DEBUG] [Frame 0581] Decode(GPU): 11.0ms | Preprocess: 1.4ms | YOLO(w8a8): 12.4ms | DINOv2(w8a8): 23.0ms (2 crops) | Total: 50.5ms
2026-07-20 17:30:24.727 [DEBUG] [Frame 0582] Decode(GPU): 10.4ms | Preprocess: 1.1ms | YOLO(w8a8): 13.9ms | DINOv2(w8a8): 23.0ms (2 crops) | Total: 50.8ms
