2026-07-20 17:30:00.001 [INFO] [System] COWdeploy Edge Benchmarking Suite (Precision: W8A16)
2026-07-20 17:30:00.015 [INFO] [System] Hardware: Qualcomm Dragonwing RB3 Gen2 (QCM6490)
2026-07-20 17:30:00.030 [INFO] [Video] Resolution: 1920x1080 | Codec: H264 | FPS: 30.0 | Frames: 1800 (60s)
2026-07-20 17:30:00.055 [INFO] [Pipeline] Configuration: 
    - Detection Backend: QNN (Hexagon DSP) - yolov8n-seg_w8a16.bin
    - Feature Extractor Backend: QNN (Hexagon DSP) - dinov2_vits14_w8a16.bin
2026-07-20 17:30:00.110 [INFO] [Video] Initializing Adreno GPU V4L2 Hardware Decoder...
2026-07-20 17:30:00.120 [INFO] [QNN] Loading libQnnHtp.so (Hexagon Tensor Processor)...
2026-07-20 17:30:00.165 [INFO] [QNN] Loading context binary yolov8n-seg_w8a16.bin to CDSP...
2026-07-20 17:30:00.175 [INFO] [QNN] Model loaded. Optimized for W8A16.
2026-07-20 17:30:00.180 [INFO] [Pipeline] Starting main video processing loop...
2026-07-20 17:30:00.210 [DEBUG] [Frame 0000] Decode(GPU): 10.8ms | Preprocess: 1.2ms | YOLO(w8a16): 17.5ms | DINOv2: Skipped | Total: 30.4ms
2026-07-20 17:30:24.221 [DEBUG] [Frame 0475] Decode(GPU): 11.4ms | Preprocess: 1.4ms | YOLO(w8a16): 17.9ms | DINOv2(w8a16): 45.2ms (3 crops) | Total: 79.2ms
2026-07-20 17:30:24.285 [DEBUG] [Frame 0476] Decode(GPU): 12.1ms | Preprocess: 1.4ms | YOLO(w8a16): 16.9ms | DINOv2(w8a16): 31.0ms (2 crops) | Total: 63.7ms
2026-07-20 17:30:24.363 [DEBUG] [Frame 0477] Decode(GPU): 10.2ms | Preprocess: 1.4ms | YOLO(w8a16): 16.9ms | DINOv2(w8a16): 46.6ms (3 crops) | Total: 78.2ms
2026-07-20 17:30:24.442 [DEBUG] [Frame 0478] Decode(GPU): 12.0ms | Preprocess: 1.2ms | YOLO(w8a16): 18.1ms | DINOv2(w8a16): 44.5ms (3 crops) | Total: 78.8ms
2026-07-20 17:30:24.505 [DEBUG] [Frame 0479] Decode(GPU): 11.0ms | Preprocess: 1.0ms | YOLO(w8a16): 18.1ms | DINOv2(w8a16): 30.3ms (2 crops) | Total: 62.5ms
2026-07-20 17:30:24.550 [DEBUG] [Frame 0480] Decode(GPU): 10.7ms | Preprocess: 1.1ms | YOLO(w8a16): 16.6ms | DINOv2(w8a16): 15.6ms (1 crops) | Total: 45.6ms
2026-07-20 17:30:24.598 [DEBUG] [Frame 0481] Decode(GPU): 12.6ms | Preprocess: 1.3ms | YOLO(w8a16): 16.9ms | DINOv2(w8a16): 15.6ms (1 crops) | Total: 48.3ms
2026-07-20 17:30:24.678 [DEBUG] [Frame 0482] Decode(GPU): 11.7ms | Preprocess: 1.3ms | YOLO(w8a16): 18.7ms | DINOv2(w8a16): 44.7ms (3 crops) | Total: 79.7ms
2026-07-20 17:30:24.758 [DEBUG] [Frame 0483] Decode(GPU): 10.7ms | Preprocess: 1.4ms | YOLO(w8a16): 18.1ms | DINOv2(w8a16): 46.7ms (3 crops) | Total: 80.4ms
2026-07-20 17:30:24.807 [DEBUG] [Frame 0484] Decode(GPU): 11.8ms | Preprocess: 1.3ms | YOLO(w8a16): 18.6ms | DINOv2(w8a16): 15.5ms (1 crops) | Total: 48.9ms
2026-07-20 17:30:24.887 [DEBUG] [Frame 0485] Decode(GPU): 12.2ms | Preprocess: 1.1ms | YOLO(w8a16): 18.1ms | DINOv2(w8a16): 44.9ms (3 crops) | Total: 79.4ms
2026-07-20 17:30:24.949 [DEBUG] [Frame 0486] Decode(GPU): 10.6ms | Preprocess: 1.0ms | YOLO(w8a16): 18.4ms | DINOv2(w8a16): 29.5ms (2 crops) | Total: 61.9ms
2026-07-20 17:30:25.027 [DEBUG] [Frame 0487] Decode(GPU): 12.3ms | Preprocess: 1.5ms | YOLO(w8a16): 17.8ms | DINOv2(w8a16): 44.2ms (3 crops) | Total: 78.5ms
2026-07-20 17:30:25.075 [DEBUG] [Frame 0488] Decode(GPU): 10.3ms | Preprocess: 1.5ms | YOLO(w8a16): 19.0ms | DINOv2(w8a16): 15.4ms (1 crops) | Total: 47.4ms
2026-07-20 17:30:25.155 [DEBUG] [Frame 0489] Decode(GPU): 11.7ms | Preprocess: 1.4ms | YOLO(w8a16): 18.5ms | DINOv2(w8a16): 46.0ms (3 crops) | Total: 80.9ms
2026-07-20 17:30:25.203 [DEBUG] [Frame 0490] Decode(GPU): 11.1ms | Preprocess: 1.2ms | YOLO(w8a16): 18.1ms | DINOv2(w8a16): 15.1ms (1 crops) | Total: 47.2ms
2026-07-20 17:30:25.281 [DEBUG] [Frame 0491] Decode(GPU): 11.5ms | Preprocess: 1.3ms | YOLO(w8a16): 17.4ms | DINOv2(w8a16): 45.2ms (3 crops) | Total: 78.5ms
2026-07-20 17:30:25.361 [DEBUG] [Frame 0492] Decode(GPU): 12.6ms | Preprocess: 1.2ms | YOLO(w8a16): 17.8ms | DINOv2(w8a16): 45.2ms (3 crops) | Total: 79.7ms
2026-07-20 17:30:25.407 [DEBUG] [Frame 0493] Decode(GPU): 12.2ms | Preprocess: 1.1ms | YOLO(w8a16): 17.1ms | DINOv2(w8a16): 14.8ms (1 crops) | Total: 46.4ms
2026-07-20 17:30:25.454 [DEBUG] [Frame 0494] Decode(GPU): 12.1ms | Preprocess: 1.0ms | YOLO(w8a16): 17.4ms | DINOv2(w8a16): 14.9ms (1 crops) | Total: 46.9ms
2026-07-20 17:30:25.500 [DEBUG] [Frame 0495] Decode(GPU): 10.8ms | Preprocess: 1.5ms | YOLO(w8a16): 17.1ms | DINOv2(w8a16): 15.0ms (1 crops) | Total: 46.0ms
2026-07-20 17:30:25.547 [DEBUG] [Frame 0496] Decode(GPU): 10.5ms | Preprocess: 1.4ms | YOLO(w8a16): 18.2ms | DINOv2(w8a16): 14.8ms (1 crops) | Total: 46.4ms
2026-07-20 17:30:25.608 [DEBUG] [Frame 0497] Decode(GPU): 10.3ms | Preprocess: 1.1ms | YOLO(w8a16): 16.7ms | DINOv2(w8a16): 31.1ms (2 crops) | Total: 61.6ms
2026-07-20 17:30:25.689 [DEBUG] [Frame 0498] Decode(GPU): 11.6ms | Preprocess: 1.1ms | YOLO(w8a16): 18.8ms | DINOv2(w8a16): 46.6ms (3 crops) | Total: 80.9ms
2026-07-20 17:30:25.770 [DEBUG] [Frame 0499] Decode(GPU): 11.8ms | Preprocess: 1.2ms | YOLO(w8a16): 18.5ms | DINOv2(w8a16): 45.7ms (3 crops) | Total: 80.5ms
2026-07-20 17:30:25.832 [DEBUG] [Frame 0500] Decode(GPU): 10.5ms | Preprocess: 1.2ms | YOLO(w8a16): 17.1ms | DINOv2(w8a16): 30.9ms (2 crops) | Total: 61.9ms
2026-07-20 17:30:25.894 [DEBUG] [Frame 0501] Decode(GPU): 10.6ms | Preprocess: 1.5ms | YOLO(w8a16): 18.4ms | DINOv2(w8a16): 29.7ms (2 crops) | Total: 62.7ms
2026-07-20 17:30:25.959 [DEBUG] [Frame 0502] Decode(GPU): 12.5ms | Preprocess: 1.4ms | YOLO(w8a16): 17.4ms | DINOv2(w8a16): 31.4ms (2 crops) | Total: 65.0ms
2026-07-20 17:30:26.007 [DEBUG] [Frame 0503] Decode(GPU): 10.7ms | Preprocess: 1.1ms | YOLO(w8a16): 18.7ms | DINOv2(w8a16): 15.5ms (1 crops) | Total: 47.7ms
2026-07-20 17:30:26.071 [DEBUG] [Frame 0504] Decode(GPU): 12.3ms | Preprocess: 1.4ms | YOLO(w8a16): 17.8ms | DINOv2(w8a16): 30.2ms (2 crops) | Total: 64.2ms
2026-07-20 17:30:26.152 [DEBUG] [Frame 0505] Decode(GPU): 11.8ms | Preprocess: 1.1ms | YOLO(w8a16): 18.7ms | DINOv2(w8a16): 46.4ms (3 crops) | Total: 80.9ms
2026-07-20 17:30:26.199 [DEBUG] [Frame 0506] Decode(GPU): 10.7ms | Preprocess: 1.5ms | YOLO(w8a16): 17.7ms | DINOv2(w8a16): 15.3ms (1 crops) | Total: 46.7ms
2026-07-20 17:30:26.277 [DEBUG] [Frame 0507] Decode(GPU): 11.5ms | Preprocess: 1.4ms | YOLO(w8a16): 18.3ms | DINOv2(w8a16): 44.2ms (3 crops) | Total: 78.6ms
2026-07-20 17:30:26.340 [DEBUG] [Frame 0508] Decode(GPU): 11.5ms | Preprocess: 1.0ms | YOLO(w8a16): 17.7ms | DINOv2(w8a16): 29.9ms (2 crops) | Total: 62.4ms
2026-07-20 17:30:26.418 [DEBUG] [Frame 0509] Decode(GPU): 10.7ms | Preprocess: 1.0ms | YOLO(w8a16): 17.5ms | DINOv2(w8a16): 45.7ms (3 crops) | Total: 77.9ms
2026-07-20 17:30:26.482 [DEBUG] [Frame 0510] Decode(GPU): 12.7ms | Preprocess: 1.2ms | YOLO(w8a16): 18.5ms | DINOv2(w8a16): 30.0ms (2 crops) | Total: 64.5ms
2026-07-20 17:30:26.547 [DEBUG] [Frame 0511] Decode(GPU): 12.6ms | Preprocess: 1.3ms | YOLO(w8a16): 17.8ms | DINOv2(w8a16): 30.4ms (2 crops) | Total: 64.4ms
2026-07-20 17:30:26.594 [DEBUG] [Frame 0512] Decode(GPU): 11.4ms | Preprocess: 1.2ms | YOLO(w8a16): 18.4ms | DINOv2(w8a16): 14.7ms (1 crops) | Total: 47.5ms
2026-07-20 17:30:26.673 [DEBUG] [Frame 0513] Decode(GPU): 11.0ms | Preprocess: 1.2ms | YOLO(w8a16): 18.6ms | DINOv2(w8a16): 44.4ms (3 crops) | Total: 78.6ms
2026-07-20 17:30:26.719 [DEBUG] [Frame 0514] Decode(GPU): 10.7ms | Preprocess: 1.3ms | YOLO(w8a16): 17.1ms | DINOv2(w8a16): 15.5ms (1 crops) | Total: 46.4ms
2026-07-20 17:30:26.782 [DEBUG] [Frame 0515] Decode(GPU): 10.4ms | Preprocess: 1.3ms | YOLO(w8a16): 18.3ms | DINOv2(w8a16): 30.7ms (2 crops) | Total: 63.1ms
2026-07-20 17:30:26.845 [DEBUG] [Frame 0516] Decode(GPU): 11.1ms | Preprocess: 1.1ms | YOLO(w8a16): 18.4ms | DINOv2(w8a16): 29.5ms (2 crops) | Total: 62.6ms
2026-07-20 17:30:26.908 [DEBUG] [Frame 0517] Decode(GPU): 11.0ms | Preprocess: 1.5ms | YOLO(w8a16): 16.5ms | DINOv2(w8a16): 31.3ms (2 crops) | Total: 62.9ms
2026-07-20 17:30:26.986 [DEBUG] [Frame 0518] Decode(GPU): 10.2ms | Preprocess: 1.4ms | YOLO(w8a16): 17.6ms | DINOv2(w8a16): 45.8ms (3 crops) | Total: 78.4ms
2026-07-20 17:30:27.031 [DEBUG] [Frame 0519] Decode(GPU): 10.8ms | Preprocess: 1.3ms | YOLO(w8a16): 16.9ms | DINOv2(w8a16): 15.0ms (1 crops) | Total: 45.5ms
2026-07-20 17:30:27.076 [DEBUG] [Frame 0520] Decode(GPU): 10.3ms | Preprocess: 1.1ms | YOLO(w8a16): 17.0ms | DINOv2(w8a16): 14.9ms (1 crops) | Total: 44.6ms
2026-07-20 17:30:27.140 [DEBUG] [Frame 0521] Decode(GPU): 10.5ms | Preprocess: 1.1ms | YOLO(w8a16): 18.3ms | DINOv2(w8a16): 31.4ms (2 crops) | Total: 63.5ms
2026-07-20 17:30:27.188 [DEBUG] [Frame 0522] Decode(GPU): 11.9ms | Preprocess: 1.3ms | YOLO(w8a16): 18.0ms | DINOv2(w8a16): 15.7ms (1 crops) | Total: 48.5ms
2026-07-20 17:30:27.236 [DEBUG] [Frame 0523] Decode(GPU): 12.0ms | Preprocess: 1.1ms | YOLO(w8a16): 18.5ms | DINOv2(w8a16): 14.8ms (1 crops) | Total: 48.2ms
2026-07-20 17:30:27.316 [DEBUG] [Frame 0524] Decode(GPU): 12.4ms | Preprocess: 1.3ms | YOLO(w8a16): 17.3ms | DINOv2(w8a16): 46.2ms (3 crops) | Total: 80.0ms
2026-07-20 17:30:27.395 [DEBUG] [Frame 0525] Decode(GPU): 10.8ms | Preprocess: 1.1ms | YOLO(w8a16): 17.4ms | DINOv2(w8a16): 45.6ms (3 crops) | Total: 78.2ms
2026-07-20 17:30:27.443 [DEBUG] [Frame 0526] Decode(GPU): 12.4ms | Preprocess: 1.3ms | YOLO(w8a16): 17.9ms | DINOv2(w8a16): 15.5ms (1 crops) | Total: 48.4ms
2026-07-20 17:30:27.507 [DEBUG] [Frame 0527] Decode(GPU): 12.4ms | Preprocess: 1.3ms | YOLO(w8a16): 18.2ms | DINOv2(w8a16): 29.5ms (2 crops) | Total: 63.8ms
2026-07-20 17:30:27.571 [DEBUG] [Frame 0528] Decode(GPU): 12.7ms | Preprocess: 1.4ms | YOLO(w8a16): 17.0ms | DINOv2(w8a16): 30.7ms (2 crops) | Total: 64.0ms
2026-07-20 17:30:27.651 [DEBUG] [Frame 0529] Decode(GPU): 12.2ms | Preprocess: 1.5ms | YOLO(w8a16): 18.6ms | DINOv2(w8a16): 45.4ms (3 crops) | Total: 80.5ms
2026-07-20 17:30:27.699 [DEBUG] [Frame 0530] Decode(GPU): 12.1ms | Preprocess: 1.1ms | YOLO(w8a16): 17.5ms | DINOv2(w8a16): 15.1ms (1 crops) | Total: 47.5ms
2026-07-20 17:30:27.760 [DEBUG] [Frame 0531] Decode(GPU): 10.9ms | Preprocess: 1.4ms | YOLO(w8a16): 17.2ms | DINOv2(w8a16): 29.6ms (2 crops) | Total: 61.5ms
2026-07-20 17:30:27.808 [DEBUG] [Frame 0532] Decode(GPU): 11.6ms | Preprocess: 1.5ms | YOLO(w8a16): 18.5ms | DINOv2(w8a16): 15.0ms (1 crops) | Total: 48.2ms
2026-07-20 17:30:27.874 [DEBUG] [Frame 0533] Decode(GPU): 12.0ms | Preprocess: 1.5ms | YOLO(w8a16): 18.4ms | DINOv2(w8a16): 31.1ms (2 crops) | Total: 65.5ms
2026-07-20 17:30:27.937 [DEBUG] [Frame 0534] Decode(GPU): 10.6ms | Preprocess: 1.4ms | YOLO(w8a16): 18.0ms | DINOv2(w8a16): 30.8ms (2 crops) | Total: 63.3ms
2026-07-20 17:30:28.015 [DEBUG] [Frame 0535] Decode(GPU): 11.2ms | Preprocess: 1.2ms | YOLO(w8a16): 18.1ms | DINOv2(w8a16): 44.7ms (3 crops) | Total: 78.1ms
2026-07-20 17:30:28.095 [DEBUG] [Frame 0536] Decode(GPU): 11.2ms | Preprocess: 1.2ms | YOLO(w8a16): 18.0ms | DINOv2(w8a16): 46.3ms (3 crops) | Total: 79.5ms
2026-07-20 17:30:28.158 [DEBUG] [Frame 0537] Decode(GPU): 12.5ms | Preprocess: 1.4ms | YOLO(w8a16): 17.8ms | DINOv2(w8a16): 29.6ms (2 crops) | Total: 63.5ms
2026-07-20 17:30:28.220 [DEBUG] [Frame 0538] Decode(GPU): 11.4ms | Preprocess: 1.0ms | YOLO(w8a16): 17.0ms | DINOv2(w8a16): 29.9ms (2 crops) | Total: 61.5ms
2026-07-20 17:30:28.298 [DEBUG] [Frame 0539] Decode(GPU): 11.2ms | Preprocess: 1.4ms | YOLO(w8a16): 18.5ms | DINOv2(w8a16): 44.7ms (3 crops) | Total: 78.6ms
2026-07-20 17:30:28.377 [DEBUG] [Frame 0540] Decode(GPU): 10.6ms | Preprocess: 1.2ms | YOLO(w8a16): 18.0ms | DINOv2(w8a16): 45.5ms (3 crops) | Total: 78.3ms
2026-07-20 17:30:28.457 [DEBUG] [Frame 0541] Decode(GPU): 12.6ms | Preprocess: 1.5ms | YOLO(w8a16): 17.3ms | DINOv2(w8a16): 46.2ms (3 crops) | Total: 80.6ms
2026-07-20 17:30:28.503 [DEBUG] [Frame 0542] Decode(GPU): 10.3ms | Preprocess: 1.2ms | YOLO(w8a16): 17.0ms | DINOv2(w8a16): 15.4ms (1 crops) | Total: 45.4ms
2026-07-20 17:30:28.549 [DEBUG] [Frame 0543] Decode(GPU): 11.5ms | Preprocess: 1.4ms | YOLO(w8a16): 17.6ms | DINOv2(w8a16): 14.8ms (1 crops) | Total: 46.7ms
2026-07-20 17:30:28.595 [DEBUG] [Frame 0544] Decode(GPU): 10.5ms | Preprocess: 1.1ms | YOLO(w8a16): 17.5ms | DINOv2(w8a16): 15.3ms (1 crops) | Total: 46.1ms
2026-07-20 17:30:28.661 [DEBUG] [Frame 0545] Decode(GPU): 11.9ms | Preprocess: 1.4ms | YOLO(w8a16): 18.8ms | DINOv2(w8a16): 30.5ms (2 crops) | Total: 65.1ms
2026-07-20 17:30:28.723 [DEBUG] [Frame 0546] Decode(GPU): 12.0ms | Preprocess: 1.3ms | YOLO(w8a16): 16.9ms | DINOv2(w8a16): 30.2ms (2 crops) | Total: 62.9ms
2026-07-20 17:30:28.772 [DEBUG] [Frame 0547] Decode(GPU): 12.1ms | Preprocess: 1.4ms | YOLO(w8a16): 18.0ms | DINOv2(w8a16): 15.5ms (1 crops) | Total: 48.5ms
2026-07-20 17:30:28.835 [DEBUG] [Frame 0548] Decode(GPU): 12.3ms | Preprocess: 1.3ms | YOLO(w8a16): 17.2ms | DINOv2(w8a16): 29.7ms (2 crops) | Total: 63.4ms
2026-07-20 17:30:28.916 [DEBUG] [Frame 0549] Decode(GPU): 11.7ms | Preprocess: 1.2ms | YOLO(w8a16): 17.7ms | DINOv2(w8a16): 46.9ms (3 crops) | Total: 80.3ms
2026-07-20 17:30:28.981 [DEBUG] [Frame 0550] Decode(GPU): 12.4ms | Preprocess: 1.3ms | YOLO(w8a16): 18.4ms | DINOv2(w8a16): 30.4ms (2 crops) | Total: 64.9ms
2026-07-20 17:30:29.059 [DEBUG] [Frame 0551] Decode(GPU): 11.0ms | Preprocess: 1.1ms | YOLO(w8a16): 18.7ms | DINOv2(w8a16): 44.6ms (3 crops) | Total: 78.4ms
2026-07-20 17:30:29.107 [DEBUG] [Frame 0552] Decode(GPU): 11.6ms | Preprocess: 1.3ms | YOLO(w8a16): 18.8ms | DINOv2(w8a16): 14.9ms (1 crops) | Total: 47.9ms
2026-07-20 17:30:29.155 [DEBUG] [Frame 0553] Decode(GPU): 11.3ms | Preprocess: 1.2ms | YOLO(w8a16): 18.1ms | DINOv2(w8a16): 15.6ms (1 crops) | Total: 48.1ms
2026-07-20 17:30:29.235 [DEBUG] [Frame 0554] Decode(GPU): 12.1ms | Preprocess: 1.1ms | YOLO(w8a16): 16.7ms | DINOv2(w8a16): 46.8ms (3 crops) | Total: 79.8ms
2026-07-20 17:30:29.313 [DEBUG] [Frame 0555] Decode(GPU): 11.3ms | Preprocess: 1.5ms | YOLO(w8a16): 17.6ms | DINOv2(w8a16): 45.4ms (3 crops) | Total: 78.6ms
2026-07-20 17:30:29.393 [DEBUG] [Frame 0556] Decode(GPU): 12.0ms | Preprocess: 1.3ms | YOLO(w8a16): 18.7ms | DINOv2(w8a16): 44.6ms (3 crops) | Total: 79.9ms
2026-07-20 17:30:29.455 [DEBUG] [Frame 0557] Decode(GPU): 11.7ms | Preprocess: 1.1ms | YOLO(w8a16): 17.3ms | DINOv2(w8a16): 29.5ms (2 crops) | Total: 61.9ms
2026-07-20 17:30:29.534 [DEBUG] [Frame 0558] Decode(GPU): 11.1ms | Preprocess: 1.3ms | YOLO(w8a16): 17.7ms | DINOv2(w8a16): 45.7ms (3 crops) | Total: 78.6ms
2026-07-20 17:30:29.581 [DEBUG] [Frame 0559] Decode(GPU): 11.6ms | Preprocess: 1.5ms | YOLO(w8a16): 17.0ms | DINOv2(w8a16): 15.7ms (1 crops) | Total: 46.9ms
2026-07-20 17:30:29.628 [DEBUG] [Frame 0560] Decode(GPU): 12.2ms | Preprocess: 1.3ms | YOLO(w8a16): 16.9ms | DINOv2(w8a16): 15.0ms (1 crops) | Total: 47.0ms
2026-07-20 17:30:29.676 [DEBUG] [Frame 0561] Decode(GPU): 12.7ms | Preprocess: 1.0ms | YOLO(w8a16): 18.5ms | DINOv2(w8a16): 15.3ms (1 crops) | Total: 48.8ms
2026-07-20 17:30:29.741 [DEBUG] [Frame 0562] Decode(GPU): 12.0ms | Preprocess: 1.4ms | YOLO(w8a16): 18.5ms | DINOv2(w8a16): 29.9ms (2 crops) | Total: 64.3ms
2026-07-20 17:30:29.788 [DEBUG] [Frame 0563] Decode(GPU): 12.2ms | Preprocess: 1.4ms | YOLO(w8a16): 16.6ms | DINOv2(w8a16): 15.7ms (1 crops) | Total: 47.4ms
2026-07-20 17:30:29.865 [DEBUG] [Frame 0564] Decode(GPU): 11.6ms | Preprocess: 1.0ms | YOLO(w8a16): 17.0ms | DINOv2(w8a16): 44.4ms (3 crops) | Total: 77.3ms
2026-07-20 17:30:29.913 [DEBUG] [Frame 0565] Decode(GPU): 11.1ms | Preprocess: 1.5ms | YOLO(w8a16): 18.2ms | DINOv2(w8a16): 15.1ms (1 crops) | Total: 47.5ms
2026-07-20 17:30:29.975 [DEBUG] [Frame 0566] Decode(GPU): 10.9ms | Preprocess: 1.2ms | YOLO(w8a16): 17.6ms | DINOv2(w8a16): 29.5ms (2 crops) | Total: 61.6ms
2026-07-20 17:30:30.023 [DEBUG] [Frame 0567] Decode(GPU): 12.5ms | Preprocess: 1.2ms | YOLO(w8a16): 18.4ms | DINOv2(w8a16): 15.0ms (1 crops) | Total: 48.7ms
2026-07-20 17:30:30.087 [DEBUG] [Frame 0568] Decode(GPU): 11.1ms | Preprocess: 1.2ms | YOLO(w8a16): 17.8ms | DINOv2(w8a16): 31.2ms (2 crops) | Total: 63.6ms
2026-07-20 17:30:30.153 [DEBUG] [Frame 0569] Decode(GPU): 12.5ms | Preprocess: 1.0ms | YOLO(w8a16): 18.4ms | DINOv2(w8a16): 31.1ms (2 crops) | Total: 65.7ms
2026-07-20 17:30:30.215 [DEBUG] [Frame 0570] Decode(GPU): 10.9ms | Preprocess: 1.4ms | YOLO(w8a16): 16.8ms | DINOv2(w8a16): 31.2ms (2 crops) | Total: 62.9ms
2026-07-20 17:30:30.276 [DEBUG] [Frame 0571] Decode(GPU): 10.3ms | Preprocess: 1.2ms | YOLO(w8a16): 16.8ms | DINOv2(w8a16): 30.4ms (2 crops) | Total: 60.9ms
2026-07-20 17:30:30.325 [DEBUG] [Frame 0572] Decode(GPU): 12.6ms | Preprocess: 1.2ms | YOLO(w8a16): 17.8ms | DINOv2(w8a16): 15.7ms (1 crops) | Total: 48.7ms
2026-07-20 17:30:30.405 [DEBUG] [Frame 0573] Decode(GPU): 11.4ms | Preprocess: 1.2ms | YOLO(w8a16): 17.2ms | DINOv2(w8a16): 46.9ms (3 crops) | Total: 79.6ms
2026-07-20 17:30:30.485 [DEBUG] [Frame 0574] Decode(GPU): 11.8ms | Preprocess: 1.1ms | YOLO(w8a16): 18.0ms | DINOv2(w8a16): 45.8ms (3 crops) | Total: 79.9ms
2026-07-20 17:30:30.546 [DEBUG] [Frame 0575] Decode(GPU): 11.8ms | Preprocess: 1.2ms | YOLO(w8a16): 16.8ms | DINOv2(w8a16): 29.5ms (2 crops) | Total: 61.6ms
2026-07-20 17:30:30.594 [DEBUG] [Frame 0576] Decode(GPU): 12.3ms | Preprocess: 1.4ms | YOLO(w8a16): 17.5ms | DINOv2(w8a16): 15.6ms (1 crops) | Total: 48.1ms
2026-07-20 17:30:30.660 [DEBUG] [Frame 0577] Decode(GPU): 11.8ms | Preprocess: 1.5ms | YOLO(w8a16): 18.9ms | DINOv2(w8a16): 31.1ms (2 crops) | Total: 65.3ms
2026-07-20 17:30:30.707 [DEBUG] [Frame 0578] Decode(GPU): 11.6ms | Preprocess: 1.1ms | YOLO(w8a16): 18.8ms | DINOv2(w8a16): 15.0ms (1 crops) | Total: 47.8ms
2026-07-20 17:30:30.789 [DEBUG] [Frame 0579] Decode(GPU): 12.7ms | Preprocess: 1.1ms | YOLO(w8a16): 19.0ms | DINOv2(w8a16): 45.3ms (3 crops) | Total: 81.3ms
2026-07-20 17:30:30.867 [DEBUG] [Frame 0580] Decode(GPU): 10.6ms | Preprocess: 1.2ms | YOLO(w8a16): 16.6ms | DINOv2(w8a16): 46.3ms (3 crops) | Total: 78.1ms
2026-07-20 17:30:30.917 [DEBUG] [Frame 0581] Decode(GPU): 12.7ms | Preprocess: 1.1ms | YOLO(w8a16): 18.8ms | DINOv2(w8a16): 15.6ms (1 crops) | Total: 50.0ms
2026-07-20 17:30:30.980 [DEBUG] [Frame 0582] Decode(GPU): 11.8ms | Preprocess: 1.1ms | YOLO(w8a16): 17.7ms | DINOv2(w8a16): 30.5ms (2 crops) | Total: 63.5ms
2026-07-20 17:30:31.028 [DEBUG] [Frame 0583] Decode(GPU): 12.1ms | Preprocess: 1.3ms | YOLO(w8a16): 17.5ms | DINOv2(w8a16): 15.6ms (1 crops) | Total: 47.8ms
2026-07-20 17:30:31.075 [DEBUG] [Frame 0584] Decode(GPU): 11.4ms | Preprocess: 1.1ms | YOLO(w8a16): 17.2ms | DINOv2(w8a16): 15.5ms (1 crops) | Total: 46.6ms
2026-07-20 17:30:31.153 [DEBUG] [Frame 0585] Decode(GPU): 11.2ms | Preprocess: 1.4ms | YOLO(w8a16): 17.5ms | DINOv2(w8a16): 44.9ms (3 crops) | Total: 78.0ms
2026-07-20 17:30:31.230 [DEBUG] [Frame 0586] Decode(GPU): 11.4ms | Preprocess: 1.4ms | YOLO(w8a16): 17.5ms | DINOv2(w8a16): 44.1ms (3 crops) | Total: 77.5ms
2026-07-20 17:30:31.278 [DEBUG] [Frame 0587] Decode(GPU): 12.3ms | Preprocess: 1.3ms | YOLO(w8a16): 17.3ms | DINOv2(w8a16): 15.7ms (1 crops) | Total: 48.2ms
2026-07-20 17:30:31.357 [DEBUG] [Frame 0588] Decode(GPU): 12.0ms | Preprocess: 1.1ms | YOLO(w8a16): 17.2ms | DINOv2(w8a16): 45.3ms (3 crops) | Total: 78.6ms
2026-07-20 17:30:31.434 [DEBUG] [Frame 0589] Decode(GPU): 10.5ms | Preprocess: 1.5ms | YOLO(w8a16): 16.8ms | DINOv2(w8a16): 45.0ms (3 crops) | Total: 77.1ms
2026-07-20 17:30:31.483 [DEBUG] [Frame 0590] Decode(GPU): 11.2ms | Preprocess: 1.4ms | YOLO(w8a16): 19.0ms | DINOv2(w8a16): 15.3ms (1 crops) | Total: 48.7ms
2026-07-20 17:30:31.530 [DEBUG] [Frame 0591] Decode(GPU): 12.6ms | Preprocess: 1.1ms | YOLO(w8a16): 16.8ms | DINOv2(w8a16): 15.2ms (1 crops) | Total: 47.5ms
2026-07-20 17:30:31.577 [DEBUG] [Frame 0592] Decode(GPU): 11.3ms | Preprocess: 1.2ms | YOLO(w8a16): 17.0ms | DINOv2(w8a16): 15.6ms (1 crops) | Total: 46.5ms
2026-07-20 17:30:31.638 [DEBUG] [Frame 0593] Decode(GPU): 11.1ms | Preprocess: 1.4ms | YOLO(w8a16): 17.0ms | DINOv2(w8a16): 30.0ms (2 crops) | Total: 61.7ms
2026-07-20 17:30:31.686 [DEBUG] [Frame 0594] Decode(GPU): 10.3ms | Preprocess: 1.1ms | YOLO(w8a16): 18.5ms | DINOv2(w8a16): 15.7ms (1 crops) | Total: 47.3ms
2026-07-20 17:30:31.767 [DEBUG] [Frame 0595] Decode(GPU): 11.3ms | Preprocess: 1.0ms | YOLO(w8a16): 18.9ms | DINOv2(w8a16): 46.6ms (3 crops) | Total: 81.2ms
2026-07-20 17:30:31.847 [DEBUG] [Frame 0596] Decode(GPU): 12.4ms | Preprocess: 1.3ms | YOLO(w8a16): 17.4ms | DINOv2(w8a16): 45.6ms (3 crops) | Total: 80.0ms
