2026-07-20 17:30:00.001 [INFO] [System] COWdeploy Edge Benchmarking Suite (Precision: FP16)
2026-07-20 17:30:00.015 [INFO] [System] Hardware: Qualcomm Dragonwing RB3 Gen2 (QCM6490)
2026-07-20 17:30:00.030 [INFO] [Video] Resolution: 1920x1080 | Codec: H264 | FPS: 30.0 | Frames: 1800 (60s)
2026-07-20 17:30:00.055 [INFO] [Pipeline] Configuration: 
    - Detection Backend: QNN (Hexagon DSP) - yolov8n-seg_fp16.bin
    - Feature Extractor Backend: QNN (Hexagon DSP) - dinov2_vits14_fp16.bin
2026-07-20 17:30:00.110 [INFO] [Video] Initializing Adreno GPU V4L2 Hardware Decoder...
2026-07-20 17:30:00.120 [INFO] [QNN] Loading libQnnHtp.so (Hexagon Tensor Processor)...
2026-07-20 17:30:00.165 [INFO] [QNN] Loading context binary yolov8n-seg_fp16.bin to CDSP...
2026-07-20 17:30:00.175 [INFO] [QNN] Model loaded. Optimized for FP16.
2026-07-20 17:30:00.180 [INFO] [Pipeline] Starting main video processing loop...
2026-07-20 17:30:00.218 [DEBUG] [Frame 0000] Decode(GPU): 11.2ms | Preprocess: 1.1ms | YOLO(fp16): 25.6ms | DINOv2: Skipped | Total: 38.4ms
2026-07-20 17:30:25.086 [DEBUG] [Frame 0399] Decode(GPU): 11.9ms | Preprocess: 1.2ms | YOLO(fp16): 25.8ms | DINOv2(fp16): 22.8ms (1 crops) | Total: 63.3ms
2026-07-20 17:30:25.194 [DEBUG] [Frame 0400] Decode(GPU): 11.1ms | Preprocess: 1.1ms | YOLO(fp16): 25.1ms | DINOv2(fp16): 67.1ms (3 crops) | Total: 107.8ms
2026-07-20 17:30:25.281 [DEBUG] [Frame 0401] Decode(GPU): 11.9ms | Preprocess: 1.2ms | YOLO(fp16): 26.1ms | DINOv2(fp16): 45.3ms (2 crops) | Total: 86.8ms
2026-07-20 17:30:25.390 [DEBUG] [Frame 0402] Decode(GPU): 10.7ms | Preprocess: 1.3ms | YOLO(fp16): 26.5ms | DINOv2(fp16): 67.7ms (3 crops) | Total: 109.6ms
2026-07-20 17:30:25.455 [DEBUG] [Frame 0403] Decode(GPU): 12.7ms | Preprocess: 1.4ms | YOLO(fp16): 26.0ms | DINOv2(fp16): 23.0ms (1 crops) | Total: 64.6ms
2026-07-20 17:30:25.517 [DEBUG] [Frame 0404] Decode(GPU): 10.4ms | Preprocess: 1.0ms | YOLO(fp16): 26.6ms | DINOv2(fp16): 22.6ms (1 crops) | Total: 62.1ms
2026-07-20 17:30:25.579 [DEBUG] [Frame 0405] Decode(GPU): 12.0ms | Preprocess: 1.3ms | YOLO(fp16): 24.3ms | DINOv2(fp16): 22.3ms (1 crops) | Total: 61.5ms
2026-07-20 17:30:25.689 [DEBUG] [Frame 0406] Decode(GPU): 11.8ms | Preprocess: 1.0ms | YOLO(fp16): 25.9ms | DINOv2(fp16): 68.6ms (3 crops) | Total: 110.0ms
2026-07-20 17:30:25.799 [DEBUG] [Frame 0407] Decode(GPU): 12.4ms | Preprocess: 1.3ms | YOLO(fp16): 25.3ms | DINOv2(fp16): 67.8ms (3 crops) | Total: 110.3ms
2026-07-20 17:30:25.882 [DEBUG] [Frame 0408] Decode(GPU): 10.5ms | Preprocess: 1.5ms | YOLO(fp16): 24.5ms | DINOv2(fp16): 44.6ms (2 crops) | Total: 83.5ms
2026-07-20 17:30:25.994 [DEBUG] [Frame 0409] Decode(GPU): 11.4ms | Preprocess: 1.3ms | YOLO(fp16): 26.3ms | DINOv2(fp16): 68.8ms (3 crops) | Total: 111.4ms
2026-07-20 17:30:26.077 [DEBUG] [Frame 0410] Decode(GPU): 10.8ms | Preprocess: 1.3ms | YOLO(fp16): 24.6ms | DINOv2(fp16): 44.7ms (2 crops) | Total: 83.5ms
2026-07-20 17:30:26.164 [DEBUG] [Frame 0411] Decode(GPU): 11.3ms | Preprocess: 1.2ms | YOLO(fp16): 25.5ms | DINOv2(fp16): 45.8ms (2 crops) | Total: 86.4ms
2026-07-20 17:30:26.250 [DEBUG] [Frame 0412] Decode(GPU): 11.4ms | Preprocess: 1.3ms | YOLO(fp16): 26.5ms | DINOv2(fp16): 45.4ms (2 crops) | Total: 86.8ms
2026-07-20 17:30:26.358 [DEBUG] [Frame 0413] Decode(GPU): 10.8ms | Preprocess: 1.3ms | YOLO(fp16): 24.7ms | DINOv2(fp16): 67.8ms (3 crops) | Total: 107.3ms
2026-07-20 17:30:26.466 [DEBUG] [Frame 0414] Decode(GPU): 12.7ms | Preprocess: 1.1ms | YOLO(fp16): 24.7ms | DINOv2(fp16): 66.8ms (3 crops) | Total: 108.2ms
2026-07-20 17:30:26.528 [DEBUG] [Frame 0415] Decode(GPU): 11.6ms | Preprocess: 1.4ms | YOLO(fp16): 25.6ms | DINOv2(fp16): 22.2ms (1 crops) | Total: 62.5ms
2026-07-20 17:30:26.636 [DEBUG] [Frame 0416] Decode(GPU): 10.3ms | Preprocess: 1.4ms | YOLO(fp16): 26.2ms | DINOv2(fp16): 66.8ms (3 crops) | Total: 107.9ms
2026-07-20 17:30:26.701 [DEBUG] [Frame 0417] Decode(GPU): 12.7ms | Preprocess: 1.0ms | YOLO(fp16): 26.4ms | DINOv2(fp16): 23.0ms (1 crops) | Total: 64.5ms
2026-07-20 17:30:26.762 [DEBUG] [Frame 0418] Decode(GPU): 11.4ms | Preprocess: 1.0ms | YOLO(fp16): 25.3ms | DINOv2(fp16): 22.3ms (1 crops) | Total: 61.4ms
2026-07-20 17:30:26.846 [DEBUG] [Frame 0419] Decode(GPU): 10.5ms | Preprocess: 1.3ms | YOLO(fp16): 25.5ms | DINOv2(fp16): 44.3ms (2 crops) | Total: 83.7ms
2026-07-20 17:30:26.908 [DEBUG] [Frame 0420] Decode(GPU): 12.1ms | Preprocess: 1.0ms | YOLO(fp16): 24.5ms | DINOv2(fp16): 22.6ms (1 crops) | Total: 61.8ms
2026-07-20 17:30:26.995 [DEBUG] [Frame 0421] Decode(GPU): 11.9ms | Preprocess: 1.2ms | YOLO(fp16): 26.3ms | DINOv2(fp16): 45.4ms (2 crops) | Total: 87.2ms
2026-07-20 17:30:27.056 [DEBUG] [Frame 0422] Decode(GPU): 11.8ms | Preprocess: 1.1ms | YOLO(fp16): 24.5ms | DINOv2(fp16): 22.6ms (1 crops) | Total: 61.4ms
2026-07-20 17:30:27.165 [DEBUG] [Frame 0423] Decode(GPU): 12.4ms | Preprocess: 1.4ms | YOLO(fp16): 25.2ms | DINOv2(fp16): 66.7ms (3 crops) | Total: 109.1ms
2026-07-20 17:30:27.251 [DEBUG] [Frame 0424] Decode(GPU): 12.3ms | Preprocess: 1.1ms | YOLO(fp16): 24.3ms | DINOv2(fp16): 45.3ms (2 crops) | Total: 85.3ms
2026-07-20 17:30:27.314 [DEBUG] [Frame 0425] Decode(GPU): 11.9ms | Preprocess: 1.3ms | YOLO(fp16): 26.0ms | DINOv2(fp16): 22.8ms (1 crops) | Total: 63.7ms
2026-07-20 17:30:27.399 [DEBUG] [Frame 0426] Decode(GPU): 11.2ms | Preprocess: 1.0ms | YOLO(fp16): 24.9ms | DINOv2(fp16): 44.8ms (2 crops) | Total: 84.7ms
2026-07-20 17:30:27.484 [DEBUG] [Frame 0427] Decode(GPU): 10.7ms | Preprocess: 1.3ms | YOLO(fp16): 24.7ms | DINOv2(fp16): 45.8ms (2 crops) | Total: 84.7ms
2026-07-20 17:30:27.547 [DEBUG] [Frame 0428] Decode(GPU): 12.0ms | Preprocess: 1.2ms | YOLO(fp16): 26.6ms | DINOv2(fp16): 22.2ms (1 crops) | Total: 63.3ms
2026-07-20 17:30:27.611 [DEBUG] [Frame 0429] Decode(GPU): 11.9ms | Preprocess: 1.3ms | YOLO(fp16): 25.8ms | DINOv2(fp16): 22.9ms (1 crops) | Total: 63.6ms
2026-07-20 17:30:27.721 [DEBUG] [Frame 0430] Decode(GPU): 11.6ms | Preprocess: 1.3ms | YOLO(fp16): 25.7ms | DINOv2(fp16): 68.3ms (3 crops) | Total: 110.2ms
2026-07-20 17:30:27.805 [DEBUG] [Frame 0431] Decode(GPU): 11.9ms | Preprocess: 1.2ms | YOLO(fp16): 25.1ms | DINOv2(fp16): 44.1ms (2 crops) | Total: 84.5ms
2026-07-20 17:30:27.867 [DEBUG] [Frame 0432] Decode(GPU): 10.7ms | Preprocess: 1.4ms | YOLO(fp16): 25.1ms | DINOv2(fp16): 22.8ms (1 crops) | Total: 61.3ms
2026-07-20 17:30:27.978 [DEBUG] [Frame 0433] Decode(GPU): 12.0ms | Preprocess: 1.3ms | YOLO(fp16): 26.2ms | DINOv2(fp16): 68.6ms (3 crops) | Total: 111.6ms
2026-07-20 17:30:28.040 [DEBUG] [Frame 0434] Decode(GPU): 12.3ms | Preprocess: 1.5ms | YOLO(fp16): 24.3ms | DINOv2(fp16): 22.4ms (1 crops) | Total: 61.8ms
2026-07-20 17:30:28.148 [DEBUG] [Frame 0435] Decode(GPU): 11.8ms | Preprocess: 1.3ms | YOLO(fp16): 24.6ms | DINOv2(fp16): 67.3ms (3 crops) | Total: 108.0ms
2026-07-20 17:30:28.258 [DEBUG] [Frame 0436] Decode(GPU): 11.0ms | Preprocess: 1.2ms | YOLO(fp16): 26.7ms | DINOv2(fp16): 67.2ms (3 crops) | Total: 109.5ms
2026-07-20 17:30:28.343 [DEBUG] [Frame 0437] Decode(GPU): 11.0ms | Preprocess: 1.5ms | YOLO(fp16): 25.2ms | DINOv2(fp16): 46.0ms (2 crops) | Total: 85.7ms
2026-07-20 17:30:28.427 [DEBUG] [Frame 0438] Decode(GPU): 10.5ms | Preprocess: 1.0ms | YOLO(fp16): 24.6ms | DINOv2(fp16): 45.6ms (2 crops) | Total: 84.0ms
2026-07-20 17:30:28.491 [DEBUG] [Frame 0439] Decode(GPU): 12.1ms | Preprocess: 1.1ms | YOLO(fp16): 25.5ms | DINOv2(fp16): 22.9ms (1 crops) | Total: 63.4ms
2026-07-20 17:30:28.555 [DEBUG] [Frame 0440] Decode(GPU): 12.3ms | Preprocess: 1.2ms | YOLO(fp16): 26.6ms | DINOv2(fp16): 22.9ms (1 crops) | Total: 64.3ms
2026-07-20 17:30:28.663 [DEBUG] [Frame 0441] Decode(GPU): 11.6ms | Preprocess: 1.3ms | YOLO(fp16): 25.0ms | DINOv2(fp16): 67.5ms (3 crops) | Total: 108.2ms
2026-07-20 17:30:28.773 [DEBUG] [Frame 0442] Decode(GPU): 12.7ms | Preprocess: 1.1ms | YOLO(fp16): 25.3ms | DINOv2(fp16): 67.8ms (3 crops) | Total: 109.9ms
2026-07-20 17:30:28.859 [DEBUG] [Frame 0443] Decode(GPU): 12.0ms | Preprocess: 1.2ms | YOLO(fp16): 24.5ms | DINOv2(fp16): 45.9ms (2 crops) | Total: 85.9ms
2026-07-20 17:30:28.967 [DEBUG] [Frame 0444] Decode(GPU): 11.6ms | Preprocess: 1.3ms | YOLO(fp16): 25.5ms | DINOv2(fp16): 66.6ms (3 crops) | Total: 108.1ms
2026-07-20 17:30:29.029 [DEBUG] [Frame 0445] Decode(GPU): 10.5ms | Preprocess: 1.1ms | YOLO(fp16): 25.7ms | DINOv2(fp16): 22.7ms (1 crops) | Total: 61.5ms
2026-07-20 17:30:29.091 [DEBUG] [Frame 0446] Decode(GPU): 11.8ms | Preprocess: 1.4ms | YOLO(fp16): 25.1ms | DINOv2(fp16): 22.5ms (1 crops) | Total: 62.1ms
2026-07-20 17:30:29.200 [DEBUG] [Frame 0447] Decode(GPU): 10.6ms | Preprocess: 1.1ms | YOLO(fp16): 25.1ms | DINOv2(fp16): 68.9ms (3 crops) | Total: 109.1ms
2026-07-20 17:30:29.309 [DEBUG] [Frame 0448] Decode(GPU): 10.7ms | Preprocess: 1.3ms | YOLO(fp16): 26.6ms | DINOv2(fp16): 68.0ms (3 crops) | Total: 109.5ms
2026-07-20 17:30:29.395 [DEBUG] [Frame 0449] Decode(GPU): 10.9ms | Preprocess: 1.5ms | YOLO(fp16): 26.2ms | DINOv2(fp16): 45.0ms (2 crops) | Total: 86.0ms
2026-07-20 17:30:29.456 [DEBUG] [Frame 0450] Decode(GPU): 10.6ms | Preprocess: 1.4ms | YOLO(fp16): 24.5ms | DINOv2(fp16): 22.8ms (1 crops) | Total: 60.9ms
2026-07-20 17:30:29.541 [DEBUG] [Frame 0451] Decode(GPU): 10.7ms | Preprocess: 1.4ms | YOLO(fp16): 26.6ms | DINOv2(fp16): 44.1ms (2 crops) | Total: 84.8ms
2026-07-20 17:30:29.604 [DEBUG] [Frame 0452] Decode(GPU): 11.1ms | Preprocess: 1.4ms | YOLO(fp16): 26.0ms | DINOv2(fp16): 23.0ms (1 crops) | Total: 63.0ms
2026-07-20 17:30:29.667 [DEBUG] [Frame 0453] Decode(GPU): 11.9ms | Preprocess: 1.5ms | YOLO(fp16): 26.1ms | DINOv2(fp16): 22.3ms (1 crops) | Total: 63.2ms
2026-07-20 17:30:29.776 [DEBUG] [Frame 0454] Decode(GPU): 12.3ms | Preprocess: 1.3ms | YOLO(fp16): 26.0ms | DINOv2(fp16): 66.8ms (3 crops) | Total: 109.3ms
2026-07-20 17:30:29.885 [DEBUG] [Frame 0455] Decode(GPU): 11.8ms | Preprocess: 1.4ms | YOLO(fp16): 24.8ms | DINOv2(fp16): 67.6ms (3 crops) | Total: 108.5ms
2026-07-20 17:30:29.995 [DEBUG] [Frame 0456] Decode(GPU): 12.7ms | Preprocess: 1.5ms | YOLO(fp16): 24.3ms | DINOv2(fp16): 68.7ms (3 crops) | Total: 110.3ms
2026-07-20 17:30:30.103 [DEBUG] [Frame 0457] Decode(GPU): 10.5ms | Preprocess: 1.2ms | YOLO(fp16): 26.4ms | DINOv2(fp16): 66.4ms (3 crops) | Total: 107.6ms
2026-07-20 17:30:30.212 [DEBUG] [Frame 0458] Decode(GPU): 11.5ms | Preprocess: 1.5ms | YOLO(fp16): 26.2ms | DINOv2(fp16): 67.3ms (3 crops) | Total: 109.5ms
2026-07-20 17:30:30.276 [DEBUG] [Frame 0459] Decode(GPU): 11.8ms | Preprocess: 1.2ms | YOLO(fp16): 26.4ms | DINOv2(fp16): 22.3ms (1 crops) | Total: 63.1ms
2026-07-20 17:30:30.386 [DEBUG] [Frame 0460] Decode(GPU): 12.4ms | Preprocess: 1.1ms | YOLO(fp16): 26.0ms | DINOv2(fp16): 67.9ms (3 crops) | Total: 110.4ms
2026-07-20 17:30:30.449 [DEBUG] [Frame 0461] Decode(GPU): 11.8ms | Preprocess: 1.4ms | YOLO(fp16): 25.4ms | DINOv2(fp16): 22.9ms (1 crops) | Total: 63.1ms
2026-07-20 17:30:30.513 [DEBUG] [Frame 0462] Decode(GPU): 12.0ms | Preprocess: 1.5ms | YOLO(fp16): 26.6ms | DINOv2(fp16): 22.3ms (1 crops) | Total: 63.8ms
2026-07-20 17:30:30.621 [DEBUG] [Frame 0463] Decode(GPU): 11.2ms | Preprocess: 1.3ms | YOLO(fp16): 26.4ms | DINOv2(fp16): 66.3ms (3 crops) | Total: 108.3ms
2026-07-20 17:30:30.685 [DEBUG] [Frame 0464] Decode(GPU): 11.9ms | Preprocess: 1.4ms | YOLO(fp16): 26.2ms | DINOv2(fp16): 22.3ms (1 crops) | Total: 63.4ms
2026-07-20 17:30:30.770 [DEBUG] [Frame 0465] Decode(GPU): 11.1ms | Preprocess: 1.2ms | YOLO(fp16): 25.4ms | DINOv2(fp16): 45.2ms (2 crops) | Total: 85.2ms
2026-07-20 17:30:30.832 [DEBUG] [Frame 0466] Decode(GPU): 10.5ms | Preprocess: 1.0ms | YOLO(fp16): 26.5ms | DINOv2(fp16): 22.8ms (1 crops) | Total: 62.2ms
2026-07-20 17:30:30.917 [DEBUG] [Frame 0467] Decode(GPU): 10.8ms | Preprocess: 1.5ms | YOLO(fp16): 25.9ms | DINOv2(fp16): 45.2ms (2 crops) | Total: 85.6ms
2026-07-20 17:30:30.979 [DEBUG] [Frame 0468] Decode(GPU): 11.1ms | Preprocess: 1.2ms | YOLO(fp16): 25.0ms | DINOv2(fp16): 22.0ms (1 crops) | Total: 61.1ms
2026-07-20 17:30:31.087 [DEBUG] [Frame 0469] Decode(GPU): 12.3ms | Preprocess: 1.1ms | YOLO(fp16): 24.4ms | DINOv2(fp16): 67.8ms (3 crops) | Total: 108.7ms
2026-07-20 17:30:31.150 [DEBUG] [Frame 0470] Decode(GPU): 12.0ms | Preprocess: 1.5ms | YOLO(fp16): 25.0ms | DINOv2(fp16): 22.4ms (1 crops) | Total: 62.4ms
2026-07-20 17:30:31.260 [DEBUG] [Frame 0471] Decode(GPU): 11.0ms | Preprocess: 1.0ms | YOLO(fp16): 25.9ms | DINOv2(fp16): 68.7ms (3 crops) | Total: 110.3ms
2026-07-20 17:30:31.321 [DEBUG] [Frame 0472] Decode(GPU): 11.8ms | Preprocess: 1.4ms | YOLO(fp16): 24.5ms | DINOv2(fp16): 22.2ms (1 crops) | Total: 61.3ms
2026-07-20 17:30:31.430 [DEBUG] [Frame 0473] Decode(GPU): 12.5ms | Preprocess: 1.5ms | YOLO(fp16): 24.2ms | DINOv2(fp16): 67.3ms (3 crops) | Total: 108.5ms
2026-07-20 17:30:31.539 [DEBUG] [Frame 0474] Decode(GPU): 12.1ms | Preprocess: 1.2ms | YOLO(fp16): 25.8ms | DINOv2(fp16): 67.1ms (3 crops) | Total: 109.4ms
2026-07-20 17:30:31.599 [DEBUG] [Frame 0475] Decode(GPU): 10.4ms | Preprocess: 1.5ms | YOLO(fp16): 24.5ms | DINOv2(fp16): 22.6ms (1 crops) | Total: 60.2ms
2026-07-20 17:30:31.707 [DEBUG] [Frame 0476] Decode(GPU): 10.9ms | Preprocess: 1.2ms | YOLO(fp16): 26.2ms | DINOv2(fp16): 66.4ms (3 crops) | Total: 107.6ms
2026-07-20 17:30:31.791 [DEBUG] [Frame 0477] Decode(GPU): 11.8ms | Preprocess: 1.0ms | YOLO(fp16): 24.8ms | DINOv2(fp16): 44.7ms (2 crops) | Total: 84.3ms
2026-07-20 17:30:31.901 [DEBUG] [Frame 0478] Decode(GPU): 12.4ms | Preprocess: 1.4ms | YOLO(fp16): 25.3ms | DINOv2(fp16): 67.8ms (3 crops) | Total: 109.8ms
2026-07-20 17:30:31.964 [DEBUG] [Frame 0479] Decode(GPU): 10.6ms | Preprocess: 1.0ms | YOLO(fp16): 26.7ms | DINOv2(fp16): 22.7ms (1 crops) | Total: 62.5ms
2026-07-20 17:30:32.048 [DEBUG] [Frame 0480] Decode(GPU): 10.2ms | Preprocess: 1.3ms | YOLO(fp16): 24.9ms | DINOv2(fp16): 44.7ms (2 crops) | Total: 83.8ms
2026-07-20 17:30:32.133 [DEBUG] [Frame 0481] Decode(GPU): 12.6ms | Preprocess: 1.1ms | YOLO(fp16): 24.8ms | DINOv2(fp16): 44.5ms (2 crops) | Total: 85.6ms
2026-07-20 17:30:32.242 [DEBUG] [Frame 0482] Decode(GPU): 11.1ms | Preprocess: 1.4ms | YOLO(fp16): 25.5ms | DINOv2(fp16): 67.4ms (3 crops) | Total: 108.9ms
2026-07-20 17:30:32.328 [DEBUG] [Frame 0483] Decode(GPU): 12.5ms | Preprocess: 1.3ms | YOLO(fp16): 25.3ms | DINOv2(fp16): 45.2ms (2 crops) | Total: 86.6ms
2026-07-20 17:30:32.389 [DEBUG] [Frame 0484] Decode(GPU): 10.3ms | Preprocess: 1.1ms | YOLO(fp16): 24.9ms | DINOv2(fp16): 22.3ms (1 crops) | Total: 60.2ms
2026-07-20 17:30:32.450 [DEBUG] [Frame 0485] Decode(GPU): 10.7ms | Preprocess: 1.4ms | YOLO(fp16): 25.3ms | DINOv2(fp16): 22.1ms (1 crops) | Total: 61.2ms
2026-07-20 17:30:32.536 [DEBUG] [Frame 0486] Decode(GPU): 12.4ms | Preprocess: 1.0ms | YOLO(fp16): 25.2ms | DINOv2(fp16): 45.7ms (2 crops) | Total: 86.4ms
2026-07-20 17:30:32.622 [DEBUG] [Frame 0487] Decode(GPU): 12.0ms | Preprocess: 1.3ms | YOLO(fp16): 25.8ms | DINOv2(fp16): 44.6ms (2 crops) | Total: 86.0ms
2026-07-20 17:30:32.706 [DEBUG] [Frame 0488] Decode(GPU): 10.4ms | Preprocess: 1.3ms | YOLO(fp16): 24.9ms | DINOv2(fp16): 44.3ms (2 crops) | Total: 83.3ms
2026-07-20 17:30:32.788 [DEBUG] [Frame 0489] Decode(GPU): 10.9ms | Preprocess: 1.0ms | YOLO(fp16): 24.4ms | DINOv2(fp16): 44.7ms (2 crops) | Total: 82.9ms
2026-07-20 17:30:32.901 [DEBUG] [Frame 0490] Decode(GPU): 12.6ms | Preprocess: 1.5ms | YOLO(fp16): 25.6ms | DINOv2(fp16): 68.9ms (3 crops) | Total: 112.2ms
2026-07-20 17:30:32.985 [DEBUG] [Frame 0491] Decode(GPU): 11.1ms | Preprocess: 1.4ms | YOLO(fp16): 24.6ms | DINOv2(fp16): 44.8ms (2 crops) | Total: 84.0ms
2026-07-20 17:30:33.046 [DEBUG] [Frame 0492] Decode(GPU): 10.6ms | Preprocess: 1.4ms | YOLO(fp16): 25.9ms | DINOv2(fp16): 22.0ms (1 crops) | Total: 61.6ms
2026-07-20 17:30:33.108 [DEBUG] [Frame 0493] Decode(GPU): 12.3ms | Preprocess: 1.2ms | YOLO(fp16): 24.3ms | DINOv2(fp16): 22.8ms (1 crops) | Total: 62.3ms
2026-07-20 17:30:33.193 [DEBUG] [Frame 0494] Decode(GPU): 10.8ms | Preprocess: 1.0ms | YOLO(fp16): 25.9ms | DINOv2(fp16): 44.1ms (2 crops) | Total: 84.5ms
2026-07-20 17:30:33.254 [DEBUG] [Frame 0495] Decode(GPU): 12.2ms | Preprocess: 1.1ms | YOLO(fp16): 24.3ms | DINOv2(fp16): 22.3ms (1 crops) | Total: 61.4ms
2026-07-20 17:30:33.316 [DEBUG] [Frame 0496] Decode(GPU): 11.0ms | Preprocess: 1.2ms | YOLO(fp16): 25.8ms | DINOv2(fp16): 22.0ms (1 crops) | Total: 61.7ms
2026-07-20 17:30:33.425 [DEBUG] [Frame 0497] Decode(GPU): 12.1ms | Preprocess: 1.2ms | YOLO(fp16): 25.6ms | DINOv2(fp16): 67.3ms (3 crops) | Total: 109.2ms
2026-07-20 17:30:33.488 [DEBUG] [Frame 0498] Decode(GPU): 11.4ms | Preprocess: 1.4ms | YOLO(fp16): 26.0ms | DINOv2(fp16): 23.0ms (1 crops) | Total: 63.1ms
2026-07-20 17:30:33.598 [DEBUG] [Frame 0499] Decode(GPU): 11.8ms | Preprocess: 1.2ms | YOLO(fp16): 25.8ms | DINOv2(fp16): 67.4ms (3 crops) | Total: 109.3ms
2026-07-20 17:30:33.685 [DEBUG] [Frame 0500] Decode(GPU): 12.7ms | Preprocess: 1.5ms | YOLO(fp16): 25.5ms | DINOv2(fp16): 45.3ms (2 crops) | Total: 87.4ms
2026-07-20 17:30:33.794 [DEBUG] [Frame 0501] Decode(GPU): 12.1ms | Preprocess: 1.2ms | YOLO(fp16): 25.6ms | DINOv2(fp16): 67.0ms (3 crops) | Total: 108.8ms
2026-07-20 17:30:33.857 [DEBUG] [Frame 0502] Decode(GPU): 12.3ms | Preprocess: 1.2ms | YOLO(fp16): 26.4ms | DINOv2(fp16): 22.0ms (1 crops) | Total: 63.5ms
2026-07-20 17:30:33.966 [DEBUG] [Frame 0503] Decode(GPU): 12.5ms | Preprocess: 1.0ms | YOLO(fp16): 24.7ms | DINOv2(fp16): 67.3ms (3 crops) | Total: 108.5ms
2026-07-20 17:30:34.051 [DEBUG] [Frame 0504] Decode(GPU): 10.9ms | Preprocess: 1.4ms | YOLO(fp16): 24.7ms | DINOv2(fp16): 45.5ms (2 crops) | Total: 85.0ms
2026-07-20 17:30:34.113 [DEBUG] [Frame 0505] Decode(GPU): 11.6ms | Preprocess: 1.4ms | YOLO(fp16): 25.3ms | DINOv2(fp16): 22.5ms (1 crops) | Total: 62.0ms
2026-07-20 17:30:34.199 [DEBUG] [Frame 0506] Decode(GPU): 10.9ms | Preprocess: 1.5ms | YOLO(fp16): 26.5ms | DINOv2(fp16): 45.0ms (2 crops) | Total: 86.3ms
2026-07-20 17:30:34.260 [DEBUG] [Frame 0507] Decode(GPU): 10.6ms | Preprocess: 1.2ms | YOLO(fp16): 24.2ms | DINOv2(fp16): 22.5ms (1 crops) | Total: 60.2ms
2026-07-20 17:30:34.368 [DEBUG] [Frame 0508] Decode(GPU): 11.1ms | Preprocess: 1.2ms | YOLO(fp16): 25.3ms | DINOv2(fp16): 68.2ms (3 crops) | Total: 108.8ms
2026-07-20 17:30:34.478 [DEBUG] [Frame 0509] Decode(GPU): 11.5ms | Preprocess: 1.3ms | YOLO(fp16): 26.2ms | DINOv2(fp16): 67.6ms (3 crops) | Total: 109.6ms
2026-07-20 17:30:34.586 [DEBUG] [Frame 0510] Decode(GPU): 10.2ms | Preprocess: 1.4ms | YOLO(fp16): 26.5ms | DINOv2(fp16): 66.8ms (3 crops) | Total: 108.3ms
2026-07-20 17:30:34.696 [DEBUG] [Frame 0511] Decode(GPU): 11.3ms | Preprocess: 1.5ms | YOLO(fp16): 24.3ms | DINOv2(fp16): 68.9ms (3 crops) | Total: 109.4ms
2026-07-20 17:30:34.757 [DEBUG] [Frame 0512] Decode(GPU): 11.8ms | Preprocess: 1.3ms | YOLO(fp16): 24.7ms | DINOv2(fp16): 22.3ms (1 crops) | Total: 61.8ms
2026-07-20 17:30:34.844 [DEBUG] [Frame 0513] Decode(GPU): 12.6ms | Preprocess: 1.1ms | YOLO(fp16): 24.3ms | DINOv2(fp16): 45.6ms (2 crops) | Total: 86.0ms
2026-07-20 17:30:34.906 [DEBUG] [Frame 0514] Decode(GPU): 10.4ms | Preprocess: 1.1ms | YOLO(fp16): 26.5ms | DINOv2(fp16): 22.9ms (1 crops) | Total: 62.6ms
2026-07-20 17:30:34.970 [DEBUG] [Frame 0515] Decode(GPU): 11.9ms | Preprocess: 1.3ms | YOLO(fp16): 26.4ms | DINOv2(fp16): 22.2ms (1 crops) | Total: 63.4ms
2026-07-20 17:30:35.033 [DEBUG] [Frame 0516] Decode(GPU): 11.9ms | Preprocess: 1.3ms | YOLO(fp16): 26.2ms | DINOv2(fp16): 22.7ms (1 crops) | Total: 63.6ms
2026-07-20 17:30:35.118 [DEBUG] [Frame 0517] Decode(GPU): 12.2ms | Preprocess: 1.0ms | YOLO(fp16): 24.2ms | DINOv2(fp16): 44.9ms (2 crops) | Total: 84.8ms
2026-07-20 17:30:35.181 [DEBUG] [Frame 0518] Decode(GPU): 11.9ms | Preprocess: 1.3ms | YOLO(fp16): 25.3ms | DINOv2(fp16): 22.7ms (1 crops) | Total: 62.9ms
2026-07-20 17:30:35.266 [DEBUG] [Frame 0519] Decode(GPU): 11.5ms | Preprocess: 1.2ms | YOLO(fp16): 25.4ms | DINOv2(fp16): 44.7ms (2 crops) | Total: 85.2ms
2026-07-20 17:30:35.375 [DEBUG] [Frame 0520] Decode(GPU): 11.4ms | Preprocess: 1.4ms | YOLO(fp16): 26.6ms | DINOv2(fp16): 66.5ms (3 crops) | Total: 109.0ms
2026-07-20 17:30:35.459 [DEBUG] [Frame 0521] Decode(GPU): 10.8ms | Preprocess: 1.1ms | YOLO(fp16): 24.4ms | DINOv2(fp16): 45.9ms (2 crops) | Total: 84.2ms
2026-07-20 17:30:35.522 [DEBUG] [Frame 0522] Decode(GPU): 12.5ms | Preprocess: 1.4ms | YOLO(fp16): 25.2ms | DINOv2(fp16): 22.1ms (1 crops) | Total: 63.0ms
2026-07-20 17:30:35.586 [DEBUG] [Frame 0523] Decode(GPU): 10.9ms | Preprocess: 1.5ms | YOLO(fp16): 26.5ms | DINOv2(fp16): 22.9ms (1 crops) | Total: 63.3ms
